category,name,in_db,book,juan,sentence,phase,kind,action_hint,path
制度沿革,皇权参乘,,全后汉文,卷三十四,孝桓末，侍中皇權參乘，問︰「貂蟬何法？,donghan_bureau,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/全後漢文/卷三十四.wikitext
制度沿革,征还,,后汉书,卷54,征還為侍中﹑五官中郎將，遷穎川﹑南陽太守，復拜侍中，三遷永樂少府﹑太僕﹑衛尉。,donghan_bureau,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷54.txt
制度沿革,,,后汉书,卷120,而有秩者侍中、中常侍、光祿大夫秩皆二千石，太中大夫秩皆比二千石，尚書、諫議大夫、侍御史、博士皆六百石，議郎、中謁者秩皆比六百石，小黃門、黃門侍郎、中黃門秩皆比四百石，郎中秩皆比三百石，太子舍人秩二百石。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷120.txt
制度沿革,,,后汉书,卷9,（注：《續漢志》曰：「侍中，比二千石，無員。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷9.txt
制度沿革,,,后汉书,卷9,{{*|《續漢志》曰：「侍中，比二千石，無員。,donghan_bureau,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷9.wikitext
制度沿革,贾逵,,后汉书,卷25,和帝因朝會，召見諸儒，丕與侍中賈逵、尚書令黃香等相難數事，帝善丕說，罷朝，特賜冠幘履襪衣一襲。,donghan_mid,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷25.txt
制度沿革,贾逵,,后汉书,第十五章-卓鲁魏刘列传,和帝因朝会，召见诸儒，丕与侍中贾逵、尚书令黄香等相难数事，帝善丕说，罢朝，特赐冠帻履袜衣一袭。,donghan_mid,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/mirror/後漢書/列传/第十五章-卓鲁魏刘列传.txt
制度沿革,贾逵,,后汉书,卷25,和帝因朝會，召見諸儒，丕與侍中賈逵、尚書令黃香等相難數事，帝善丕說，罷朝，特賜冠幘履襪衣一襲。,donghan_mid,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷25.txt
制度沿革,贾逵,,后汉书,第十五章-卓鲁魏刘列传,和帝因朝会，召见诸儒，丕与侍中贾逵、尚书令黄香等相难数事，帝善丕说，罢朝，特赐冠帻履袜衣一袭。,donghan_mid,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/mirror/後漢書/列传/第十五章-卓鲁魏刘列传.txt
制度沿革,,,后汉书,卷27,獻帝西遷都，為侍中，同輿輦至長安，封江南亭侯，代楊彪為司空，免，頃之，復為司徒，錄尚書事。,donghan_mid,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷27.txt
制度沿革,,,后汉书,第十七章-宣张二王杜郭吴承郑赵,献帝西迁都，为侍中，同舆辇至长安，封江南亭侯，代杨彪为司空，免，顷之，复为司徒，录尚书事。,donghan_mid,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/mirror/後漢書/列传/第十七章-宣张二王杜郭吴承郑赵.txt
制度沿革,,,后汉书,卷9,初令侍中、給事黃門侍郎員各六人。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷9.txt
制度沿革,,,后汉书,卷116,」獻帝起居注曰：「帝初即位，初置侍中、給事黃門侍郎，員各六人，出入禁中，近侍帷幄，省尚書事。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷116.txt
制度沿革,,,汉书,卷099下,因賜治廟者司徒、大司空錢各千萬，侍中、中常侍以下皆封。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷099下.txt
制度沿革,,,后汉书,卷120,侍中、中常侍加黃金璫，附蟬爲文，貂尾爲飾，謂之「趙惠文冠」。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷120.wikitext
制度沿革,,,汉书,卷093,後上置酒麒麟殿，賢父子親屬宴飲，王閎兄弟侍中、中常侍皆在側。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/漢書/卷093.txt
制度沿革,,,后汉书,卷120,」）侍中、中常侍加黃金璫，附蟬爲文，貂尾爲飾，謂之「趙惠文冠」。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷120.txt
制度沿革,,,后汉书,卷103,是時御史劉儵建議立靈帝，以儵爲侍中，中常侍侯览畏其亲近，必當間己，白拜儵泰山太守，因令司隸迫促殺之。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷103.txt
制度沿革,,,后汉书,卷43,後穆因進見，口復陳曰：「臣聞漢家舊典，置侍中、中常侍各一人，省尚書事，黃門侍郎一人，傳發書奏，皆用姓族。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷43.txt
制度沿革,,,后汉书,第三十六章-朱乐何列传,后穆因进见，口复陈曰：“臣闻汉家旧典，置侍中、中常侍各一人，省尚书事，黄门侍郎一人，传发书奏，皆用姓族。,donghan_late,制度,纳入制度沿革页；若含人名再核名录,data/raw/mirror/後漢書/列传/第三十六章-朱乐何列传.txt
制度沿革,劭为;拜劭,,后汉书,卷56,及進敗，獻帝即位，拜劭為侍中。,donghan_late,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/後漢書/卷56.txt
制度沿革,劭为;拜劭,,后汉书,第四十九章-张王种陈列传,及进败，献帝即位，拜劭为侍中。,donghan_late,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/mirror/後漢書/列传/第四十九章-张王种陈列传.txt
制度沿革,任芝,,后汉书,第四十七章-杨震列传,书奏，帝欲止，以问侍中任芝、中常侍乐松。,donghan_late,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/mirror/後漢書/列传/第四十七章-杨震列传.txt
制度沿革,,,三国志,卷05,喜精粹有器美，歷中書郎、右衛將軍、侍中，位至輔國大將軍，加散騎常侍。,hanwei,制度,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷05.txt
制度沿革,近臣,,三国志,卷03,」每朝宴會同，與侍中近臣並列帷幄。,hanwei,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷03.txt
制度沿革,,,三国志,第二十一章-王卫二刘傅传,魏国既建，拜侍中，与王粲并典制度。,hanwei,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/mirror/三國志/魏书/第二十一章-王卫二刘傅传.txt
制度沿革,近臣,,三国志,卷03,」每朝宴會同，與侍中近臣並列帷幄。,hanwei,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷03.txt
制度沿革,,,三国志,卷21,）魏國旣建，拜侍中，與王粲並典制度。,hanwei,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷21.txt
制度沿革,,,三国志,卷21,}}魏國旣建，拜侍中，與王粲並典制度。,hanwei,制度待核,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷21.wikitext
制度沿革,权爲;鎮南,,三国志,卷02,拜權爲侍中鎮南將軍，封列侯，即日召使驂乘；,hanwei,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷02.txt
制度沿革,权爲;鎮南,,三国志,卷02,拜權爲侍中鎮南將軍，封列侯，即日召使驂乘；,hanwei,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷02.txt
制度沿革,允迁,,三国志,第九章-董刘马陈董吕传,“亮寻请祎为参军，允迁为侍中，领虎贲中郎将，统宿卫亲兵。,hanwei,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/mirror/三國志/蜀书/第九章-董刘马陈董吕传.txt
制度沿革,允迁,,三国志,第九章-董刘马陈董吕传,“亮寻请祎为参军，允迁为侍中，领虎贲中郎将，统宿卫亲兵。,hanwei,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/mirror/三國志/蜀书/第九章-董刘马陈董吕传.txt
制度沿革,王沈,,三国志,卷04,乃召侍中王沈、尚書王經、散騎常侍王業，謂曰：「司馬昭之心，路人所知也。,hanwei,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷04.txt
制度沿革,王沈,,三国志,卷04,乃召侍中王沈、尚書王經、散騎常侍王業，謂曰：「司馬昭之心，路人所知也。,hanwei,制度+人物,纳入制度沿革页；若含人名再核名录,data/raw/三國志/卷04.txt
